Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,2732      
Trigger,0         
Start time,2021-03-24,16:06:09
End time,2021-03-24,16:10:42
Trigger time,2021-03-24,16:06:09
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],19,27,0,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
       377,2021/03/24 16:06:46,600,+  16.3,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       378,2021/03/24 16:06:46,700,+  16.3,+  16.4,+  16.4,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       379,2021/03/24 16:06:46,800,+  16.1,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       380,2021/03/24 16:06:46,900,+  16.4,+  16.4,+  16.6,+  16.9,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       381,2021/03/24 16:06:47,  0,+  16.3,+  16.3,+  16.6,+  16.9,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       382,2021/03/24 16:06:47,100,+  16.3,+  16.3,+  16.7,+  16.9,+  16.6,+  18.0,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       383,2021/03/24 16:06:47,200,+  16.3,+  16.4,+  16.6,+  17.0,+  16.7,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       384,2021/03/24 16:06:47,300,+  16.3,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       385,2021/03/24 16:06:47,400,+  16.4,+  16.4,+  16.7,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       386,2021/03/24 16:06:47,500,+  16.4,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       387,2021/03/24 16:06:47,600,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       388,2021/03/24 16:06:47,700,+  16.3,+  16.4,+  16.6,+  16.9,+  16.6,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       389,2021/03/24 16:06:47,800,+  16.2,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       390,2021/03/24 16:06:47,900,+  16.4,+  16.4,+  16.7,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       391,2021/03/24 16:06:48,  0,+  16.3,+  16.4,+  16.7,+  17.1,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       392,2021/03/24 16:06:48,100,+  16.3,+  16.4,+  16.7,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       393,2021/03/24 16:06:48,200,+  16.3,+  16.4,+  16.7,+  17.0,+  16.7,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       394,2021/03/24 16:06:48,300,+  16.3,+  16.4,+  16.7,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       395,2021/03/24 16:06:48,400,+  16.4,+  16.4,+  16.7,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       396,2021/03/24 16:06:48,500,+  16.4,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       397,2021/03/24 16:06:48,600,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       398,2021/03/24 16:06:48,700,+  16.4,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       399,2021/03/24 16:06:48,800,+  16.2,+  16.4,+  16.6,+  17.1,+  16.6,+  18.0,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       400,2021/03/24 16:06:48,900,+  16.3,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       401,2021/03/24 16:06:49,  0,+  16.4,+  16.4,+  16.7,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       402,2021/03/24 16:06:49,100,+  16.4,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       403,2021/03/24 16:06:49,200,+  16.3,+  16.4,+  16.6,+  16.9,+  16.7,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       404,2021/03/24 16:06:49,300,+  16.4,+  16.4,+  16.7,+  17.1,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       405,2021/03/24 16:06:49,400,+  16.3,+  16.4,+  16.7,+  17.0,+  16.7,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       406,2021/03/24 16:06:49,500,+  16.4,+  16.4,+  16.7,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       407,2021/03/24 16:06:49,600,+  16.4,+  16.4,+  16.7,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       408,2021/03/24 16:06:49,700,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       409,2021/03/24 16:06:49,800,+  16.2,+  16.4,+  16.7,+  17.0,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       410,2021/03/24 16:06:49,900,+  16.4,+  16.4,+  16.6,+  17.0,+  16.7,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       411,2021/03/24 16:06:50,  0,+  16.4,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       412,2021/03/24 16:06:50,100,+  16.4,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       413,2021/03/24 16:06:50,200,+  16.3,+  16.4,+  16.8,+  16.9,+  16.7,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       414,2021/03/24 16:06:50,300,+  16.4,+  16.4,+  16.7,+  17.1,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       415,2021/03/24 16:06:50,400,+  16.4,+  16.4,+  16.6,+  17.1,+  16.6,+  18.0,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       416,2021/03/24 16:06:50,500,+  16.4,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       417,2021/03/24 16:06:50,600,+  16.3,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.4,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       418,2021/03/24 16:06:50,700,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       419,2021/03/24 16:06:50,800,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       420,2021/03/24 16:06:50,900,+  16.4,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       421,2021/03/24 16:06:51,  0,+  16.4,+  16.4,+  16.7,+  17.0,+  16.7,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       422,2021/03/24 16:06:51,100,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       423,2021/03/24 16:06:51,200,+  16.4,+  16.4,+  16.7,+  16.9,+  16.7,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       424,2021/03/24 16:06:51,300,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       425,2021/03/24 16:06:51,400,+  16.3,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       426,2021/03/24 16:06:51,500,+  16.4,+  16.4,+  16.7,+  17.0,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       427,2021/03/24 16:06:51,600,+  16.3,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       428,2021/03/24 16:06:51,700,+  16.4,+  16.4,+  16.7,+  17.0,+  16.7,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       429,2021/03/24 16:06:51,800,+  16.3,+  16.4,+  16.7,+  16.8,+  16.6,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       430,2021/03/24 16:06:51,900,+  16.4,+  16.4,+  16.6,+  16.9,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       431,2021/03/24 16:06:52,  0,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       432,2021/03/24 16:06:52,100,+  16.4,+  16.4,+  16.7,+  17.0,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       433,2021/03/24 16:06:52,200,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       434,2021/03/24 16:06:52,300,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       435,2021/03/24 16:06:52,400,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       436,2021/03/24 16:06:52,500,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       437,2021/03/24 16:06:52,600,+  16.4,+  16.4,+  16.7,+  16.8,+  16.7,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       438,2021/03/24 16:06:52,700,+  16.4,+  16.4,+  16.8,+  16.7,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       439,2021/03/24 16:06:52,800,+  16.3,+  16.4,+  16.8,+  16.7,+  16.6,+  17.9,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       440,2021/03/24 16:06:52,900,+  16.3,+  16.4,+  16.9,+  16.9,+  16.7,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       441,2021/03/24 16:06:53,  0,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       442,2021/03/24 16:06:53,100,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       443,2021/03/24 16:06:53,200,+  16.3,+  16.4,+  16.7,+  16.8,+  16.7,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       444,2021/03/24 16:06:53,300,+  16.3,+  16.4,+  16.7,+  16.9,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       445,2021/03/24 16:06:53,400,+  16.4,+  16.4,+  16.7,+  16.9,+  16.6,+  18.0,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       446,2021/03/24 16:06:53,500,+  16.4,+  16.4,+  16.7,+  16.8,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       447,2021/03/24 16:06:53,600,+  16.4,+  16.4,+  16.7,+  16.9,+  16.7,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       448,2021/03/24 16:06:53,700,+  16.4,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       449,2021/03/24 16:06:53,800,+  16.4,+  16.4,+  16.7,+  16.8,+  16.6,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       450,2021/03/24 16:06:53,900,+  16.4,+  16.4,+  16.7,+  16.7,+  16.7,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       451,2021/03/24 16:06:54,  0,+  16.4,+  16.4,+  16.8,+  16.8,+  16.6,+  17.9,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       452,2021/03/24 16:06:54,100,+  16.4,+  16.4,+  16.8,+  16.7,+  16.7,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       453,2021/03/24 16:06:54,200,+  16.4,+  16.4,+  16.9,+  16.7,+  16.7,+  17.9,+  16.6,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       454,2021/03/24 16:06:54,300,+  16.4,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       455,2021/03/24 16:06:54,400,+  16.4,+  16.4,+  16.7,+  16.7,+  16.7,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       456,2021/03/24 16:06:54,500,+  16.4,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       457,2021/03/24 16:06:54,600,+  16.4,+  16.4,+  16.9,+  16.7,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       458,2021/03/24 16:06:54,700,+  16.4,+  16.4,+  16.8,+  16.7,+  16.7,+  17.9,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       459,2021/03/24 16:06:54,800,+  16.4,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       460,2021/03/24 16:06:54,900,+  16.4,+  16.3,+  16.9,+  16.7,+  16.6,+  17.9,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       461,2021/03/24 16:06:55,  0,+  16.4,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       462,2021/03/24 16:06:55,100,+  16.4,+  16.4,+  16.9,+  16.7,+  16.6,+  17.9,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       463,2021/03/24 16:06:55,200,+  16.4,+  16.4,+  16.9,+  16.7,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       464,2021/03/24 16:06:55,300,+  16.5,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       465,2021/03/24 16:06:55,400,+  16.5,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.6,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       466,2021/03/24 16:06:55,500,+  16.4,+  16.4,+  16.8,+  16.7,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       467,2021/03/24 16:06:55,600,+  16.4,+  16.4,+  16.9,+  16.7,+  16.6,+  17.8,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       468,2021/03/24 16:06:55,700,+  16.4,+  16.4,+  16.9,+  16.7,+  16.6,+  17.8,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       469,2021/03/24 16:06:55,800,+  16.5,+  16.3,+  16.9,+  16.7,+  16.6,+  17.8,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       470,2021/03/24 16:06:55,900,+  16.5,+  16.4,+  16.7,+  16.6,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       471,2021/03/24 16:06:56,  0,+  16.4,+  16.4,+  16.7,+  16.7,+  16.6,+  17.9,+  16.4,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       472,2021/03/24 16:06:56,100,+  16.4,+  16.3,+  16.9,+  16.7,+  16.6,+  17.8,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       473,2021/03/24 16:06:56,200,+  16.4,+  16.4,+  16.9,+  16.6,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       474,2021/03/24 16:06:56,300,+  16.4,+  16.4,+  16.7,+  16.6,+  16.7,+  17.8,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       475,2021/03/24 16:06:56,400,+  16.6,+  16.3,+  16.8,+  16.7,+  16.6,+  17.8,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       476,2021/03/24 16:06:56,500,+  16.4,+  16.4,+  16.9,+  16.6,+  16.6,+  17.8,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       477,2021/03/24 16:06:56,600,+  16.4,+  16.3,+  17.0,+  16.6,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       478,2021/03/24 16:06:56,700,+  16.4,+  16.3,+  16.9,+  16.6,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       479,2021/03/24 16:06:56,800,+  16.6,+  16.3,+  16.7,+  16.6,+  16.6,+  17.8,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       480,2021/03/24 16:06:56,900,+  16.6,+  16.3,+  16.7,+  16.6,+  16.6,+  17.7,+  16.4,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       481,2021/03/24 16:06:57,  0,+  16.4,+  16.3,+  16.7,+  16.6,+  16.6,+  17.9,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       482,2021/03/24 16:06:57,100,+  16.4,+  16.3,+  16.9,+  16.6,+  16.6,+  17.9,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       483,2021/03/24 16:06:57,200,+  16.4,+  16.4,+  16.8,+  16.5,+  16.6,+  17.8,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       484,2021/03/24 16:06:57,300,+  16.6,+  16.3,+  16.8,+  16.6,+  16.6,+  17.8,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       485,2021/03/24 16:06:57,400,+  16.5,+  16.3,+  16.9,+  16.6,+  16.6,+  17.8,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       486,2021/03/24 16:06:57,500,+  16.4,+  16.3,+  16.8,+  16.6,+  16.6,+  17.8,+  16.5,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       487,2021/03/24 16:06:57,600,+  16.4,+  16.3,+  16.9,+  16.5,+  16.6,+  17.8,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       488,2021/03/24 16:06:57,700,+  16.4,+  16.3,+  17.0,+  16.5,+  16.6,+  17.8,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       489,2021/03/24 16:06:57,800,+  16.4,+  16.3,+  16.8,+  16.6,+  16.6,+  17.8,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       490,2021/03/24 16:06:57,900,+  16.6,+  16.3,+  16.7,+  16.6,+  16.6,+  17.8,+  16.4,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       491,2021/03/24 16:06:58,  0,+  16.4,+  16.3,+  16.7,+  16.6,+  16.6,+  17.7,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       492,2021/03/24 16:06:58,100,+  16.4,+  16.3,+  16.8,+  16.5,+  16.6,+  17.8,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       493,2021/03/24 16:06:58,200,+  16.4,+  16.3,+  16.7,+  16.4,+  16.5,+  17.7,+  16.4,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       494,2021/03/24 16:06:58,300,+  16.4,+  16.3,+  16.7,+  16.4,+  16.6,+  17.8,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       495,2021/03/24 16:06:58,400,+  16.4,+  16.3,+  16.7,+  16.5,+  16.6,+  17.7,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       496,2021/03/24 16:06:58,500,+  16.4,+  16.4,+  16.8,+  16.5,+  16.6,+  17.7,+  16.4,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       497,2021/03/24 16:06:58,600,+  16.4,+  16.3,+  16.7,+  16.5,+  16.6,+  17.7,+  16.6,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       498,2021/03/24 16:06:58,700,+  16.4,+  16.3,+  16.9,+  16.4,+  16.6,+  17.7,+  16.5,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       499,2021/03/24 16:06:58,800,+  16.4,+  16.3,+  16.8,+  16.5,+  16.6,+  17.7,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       500,2021/03/24 16:06:58,900,+  16.4,+  16.3,+  16.7,+  16.6,+  16.6,+  17.7,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       501,2021/03/24 16:06:59,  0,+  16.4,+  16.3,+  16.8,+  16.5,+  16.6,+  17.7,+  16.4,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       502,2021/03/24 16:06:59,100,+  16.4,+  16.3,+  16.7,+  16.5,+  16.7,+  17.7,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       503,2021/03/24 16:06:59,200,+  16.4,+  16.3,+  16.7,+  16.6,+  16.6,+  17.7,+  16.5,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       504,2021/03/24 16:06:59,300,+  16.4,+  16.4,+  16.8,+  16.6,+  16.7,+  17.8,+  16.6,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       505,2021/03/24 16:06:59,400,+  16.4,+  16.3,+  16.8,+  16.6,+  16.7,+  17.7,+  16.5,+  16.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       506,2021/03/24 16:06:59,500,+  16.4,+  16.3,+  16.8,+  16.6,+  16.7,+  17.8,+  16.7,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       507,2021/03/24 16:06:59,600,+  16.4,+  16.3,+  16.8,+  16.6,+  16.8,+  17.7,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       508,2021/03/24 16:06:59,700,+  16.4,+  16.3,+  16.9,+  16.6,+  16.7,+  17.8,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       509,2021/03/24 16:06:59,800,+  16.4,+  16.3,+  16.7,+  16.6,+  16.9,+  17.7,+  16.6,+  16.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       510,2021/03/24 16:06:59,900,+  16.4,+  16.3,+  16.8,+  16.6,+  16.9,+  17.8,+  16.6,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       511,2021/03/24 16:07:00,  0,+  16.4,+  16.3,+  16.7,+  16.6,+  16.8,+  17.7,+  16.6,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       512,2021/03/24 16:07:00,100,+  16.4,+  16.3,+  16.8,+  16.6,+  16.9,+  17.8,+  16.6,+  16.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
