Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,2909      
Trigger,0         
Start time,2021-03-24,16:15:42
End time,2021-03-24,16:39:56
Trigger time,2021-03-24,16:15:42
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],19,27,0,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
      1541,2021/03/24 16:28:32,  0,+  73.1,+  98.7,+  89.9,+  90.8,+ 166.9,+ 133.8,+ 119.0,+ 149.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1542,2021/03/24 16:28:32,500,+  73.2,+  98.8,+  89.9,+  90.8,+ 166.9,+ 133.7,+ 118.9,+ 149.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1543,2021/03/24 16:28:33,  0,+  73.2,+  98.8,+  90.0,+  90.8,+ 166.9,+ 133.6,+ 118.8,+ 149.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1544,2021/03/24 16:28:33,500,+  73.2,+  98.9,+  90.0,+  90.7,+ 166.9,+ 133.6,+ 118.8,+ 149.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1545,2021/03/24 16:28:34,  0,+  73.2,+  98.9,+  90.1,+  90.8,+ 166.9,+ 133.5,+ 118.7,+ 149.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1546,2021/03/24 16:28:34,500,+  73.2,+  99.0,+  90.2,+  90.8,+ 166.9,+ 133.4,+ 118.6,+ 148.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1547,2021/03/24 16:28:35,  0,+  73.2,+  99.0,+  90.2,+  90.8,+ 167.0,+ 133.3,+ 118.5,+ 148.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1548,2021/03/24 16:28:35,500,+  73.2,+  99.1,+  90.2,+  90.9,+ 167.0,+ 133.3,+ 118.5,+ 148.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1549,2021/03/24 16:28:36,  0,+  73.2,+  99.2,+  90.3,+  90.9,+ 167.0,+ 133.2,+ 118.4,+ 148.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1550,2021/03/24 16:28:36,500,+  73.2,+  99.2,+  90.3,+  90.9,+ 167.0,+ 133.1,+ 118.3,+ 148.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1551,2021/03/24 16:28:37,  0,+  73.2,+  99.2,+  90.4,+  91.0,+ 167.1,+ 133.0,+ 118.2,+ 147.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1552,2021/03/24 16:28:37,500,+  73.3,+  99.3,+  90.5,+  91.1,+ 167.1,+ 133.0,+ 118.2,+ 147.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1553,2021/03/24 16:28:38,  0,+  73.3,+  99.3,+  90.6,+  91.2,+ 167.1,+ 132.9,+ 118.1,+ 147.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1554,2021/03/24 16:28:38,500,+  73.4,+  99.3,+  90.6,+  91.2,+ 167.1,+ 132.7,+ 118.0,+ 147.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1555,2021/03/24 16:28:39,  0,+  73.4,+  99.5,+  90.7,+  91.2,+ 167.1,+ 132.7,+ 118.0,+ 147.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1556,2021/03/24 16:28:39,500,+  73.4,+  99.5,+  90.8,+  91.3,+ 167.1,+ 132.7,+ 117.9,+ 146.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1557,2021/03/24 16:28:40,  0,+  73.4,+  99.5,+  90.9,+  91.4,+ 167.1,+ 132.5,+ 117.8,+ 146.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1558,2021/03/24 16:28:40,500,+  73.4,+  99.5,+  90.9,+  91.5,+ 167.1,+ 132.5,+ 117.8,+ 146.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1559,2021/03/24 16:28:41,  0,+  73.4,+  99.6,+  90.9,+  91.5,+ 167.1,+ 132.4,+ 117.7,+ 146.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1560,2021/03/24 16:28:41,500,+  73.5,+  99.6,+  90.9,+  91.6,+ 167.1,+ 132.3,+ 117.6,+ 146.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1561,2021/03/24 16:28:42,  0,+  73.5,+  99.7,+  91.0,+  91.6,+ 167.1,+ 132.2,+ 117.5,+ 145.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1562,2021/03/24 16:28:42,500,+  73.5,+  99.9,+  91.0,+  91.7,+ 167.2,+ 132.1,+ 117.5,+ 145.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1563,2021/03/24 16:28:43,  0,+  73.5,+  99.9,+  91.1,+  91.7,+ 167.2,+ 132.1,+ 117.4,+ 145.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1564,2021/03/24 16:28:43,500,+  73.5,+  99.9,+  91.1,+  91.7,+ 167.2,+ 131.9,+ 117.3,+ 145.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1565,2021/03/24 16:28:44,  0,+  73.5,+  99.9,+  91.2,+  91.8,+ 167.2,+ 131.9,+ 117.2,+ 145.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1566,2021/03/24 16:28:44,500,+  73.5,+  99.9,+  91.2,+  92.0,+ 167.2,+ 131.8,+ 117.2,+ 145.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1567,2021/03/24 16:28:45,  0,+  73.5,+ 100.0,+  91.2,+  92.1,+ 167.2,+ 131.7,+ 117.1,+ 144.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1568,2021/03/24 16:28:45,500,+  73.6,+ 100.1,+  91.2,+  92.3,+ 167.2,+ 131.6,+ 117.1,+ 144.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1569,2021/03/24 16:28:46,  0,+  73.6,+ 100.1,+  91.2,+  92.5,+ 167.2,+ 131.6,+ 117.1,+ 144.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1570,2021/03/24 16:28:46,500,+  73.6,+ 100.2,+  91.2,+  92.6,+ 167.2,+ 131.4,+ 116.9,+ 144.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1571,2021/03/24 16:28:47,  0,+  73.6,+ 100.2,+  91.3,+  92.6,+ 167.2,+ 131.4,+ 116.9,+ 144.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1572,2021/03/24 16:28:47,500,+  73.5,+ 100.2,+  91.3,+  92.5,+ 167.2,+ 131.3,+ 116.8,+ 144.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1573,2021/03/24 16:28:48,  0,+  73.5,+ 100.3,+  91.4,+  92.6,+ 167.2,+ 131.2,+ 116.8,+ 143.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1574,2021/03/24 16:28:48,500,+  73.5,+ 100.4,+  91.4,+  92.6,+ 167.2,+ 131.1,+ 116.7,+ 143.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1575,2021/03/24 16:28:49,  0,+  73.5,+ 100.4,+  91.4,+  92.6,+ 167.2,+ 131.0,+ 116.6,+ 143.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1576,2021/03/24 16:28:49,500,+  73.5,+ 100.5,+  91.5,+  92.6,+ 167.2,+ 131.0,+ 116.6,+ 143.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1577,2021/03/24 16:28:50,  0,+  73.5,+ 100.5,+  91.6,+  92.7,+ 167.2,+ 130.9,+ 116.5,+ 143.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1578,2021/03/24 16:28:50,500,+  73.5,+ 100.5,+  91.6,+  92.7,+ 167.2,+ 130.8,+ 116.4,+ 143.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1579,2021/03/24 16:28:51,  0,+  73.6,+ 100.6,+  91.7,+  92.8,+ 167.2,+ 130.8,+ 116.4,+ 142.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1580,2021/03/24 16:28:51,500,+  73.6,+ 100.6,+  91.6,+  92.9,+ 167.2,+ 130.6,+ 116.3,+ 142.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1581,2021/03/24 16:28:52,  0,+  73.6,+ 100.7,+  91.8,+  93.0,+ 167.2,+ 130.6,+ 116.3,+ 142.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1582,2021/03/24 16:28:52,500,+  73.6,+ 100.7,+  91.8,+  93.1,+ 167.2,+ 130.5,+ 116.3,+ 142.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1583,2021/03/24 16:28:53,  0,+  73.6,+ 100.7,+  91.9,+  93.2,+ 167.2,+ 130.5,+ 116.2,+ 142.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1584,2021/03/24 16:28:53,500,+  73.6,+ 100.8,+  91.9,+  93.3,+ 167.2,+ 130.4,+ 116.1,+ 142.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1585,2021/03/24 16:28:54,  0,+  73.6,+ 100.9,+  92.0,+  93.2,+ 167.2,+ 130.3,+ 116.1,+ 142.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1586,2021/03/24 16:28:54,500,+  73.6,+ 100.9,+  92.0,+  93.4,+ 167.2,+ 130.2,+ 116.1,+ 141.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1587,2021/03/24 16:28:55,  0,+  73.6,+ 101.0,+  92.0,+  93.4,+ 167.3,+ 130.2,+ 116.0,+ 141.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1588,2021/03/24 16:28:55,500,+  73.6,+ 101.0,+  92.0,+  93.4,+ 167.3,+ 130.2,+ 115.9,+ 141.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1589,2021/03/24 16:28:56,  0,+  73.6,+ 101.0,+  92.1,+  93.4,+ 167.3,+ 130.0,+ 115.8,+ 141.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1590,2021/03/24 16:28:56,500,+  73.7,+ 101.0,+  92.1,+  93.4,+ 167.2,+ 130.0,+ 115.8,+ 141.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1591,2021/03/24 16:28:57,  0,+  73.7,+ 101.0,+  92.1,+  93.4,+ 167.3,+ 129.9,+ 115.7,+ 141.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1592,2021/03/24 16:28:57,500,+  73.7,+ 101.2,+  92.1,+  93.4,+ 167.3,+ 129.9,+ 115.7,+ 141.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1593,2021/03/24 16:28:58,  0,+  73.8,+ 101.2,+  92.1,+  93.3,+ 167.2,+ 129.8,+ 115.7,+ 140.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1594,2021/03/24 16:28:58,500,+  73.8,+ 101.3,+  92.2,+  93.4,+ 167.2,+ 129.7,+ 115.6,+ 140.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1595,2021/03/24 16:28:59,  0,+  73.9,+ 101.3,+  92.3,+  93.4,+ 167.2,+ 129.6,+ 115.6,+ 140.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1596,2021/03/24 16:28:59,500,+  73.9,+ 101.3,+  92.4,+  93.5,+ 167.2,+ 129.6,+ 115.5,+ 140.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1597,2021/03/24 16:29:00,  0,+  73.9,+ 101.4,+  92.4,+  93.5,+ 167.2,+ 129.5,+ 115.4,+ 140.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1598,2021/03/24 16:29:00,500,+  74.0,+ 101.5,+  92.5,+  93.7,+ 167.2,+ 129.4,+ 115.4,+ 140.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1599,2021/03/24 16:29:01,  0,+  74.0,+ 101.5,+  92.5,+  93.7,+ 167.2,+ 129.3,+ 115.4,+ 139.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1600,2021/03/24 16:29:01,500,+  74.0,+ 101.6,+  92.6,+  93.8,+ 167.2,+ 129.2,+ 115.3,+ 139.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1601,2021/03/24 16:29:02,  0,+  74.0,+ 101.6,+  92.6,+  94.0,+ 167.2,+ 129.2,+ 115.3,+ 139.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1602,2021/03/24 16:29:02,500,+  74.0,+ 101.6,+  92.8,+  94.1,+ 167.1,+ 129.1,+ 115.2,+ 139.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1603,2021/03/24 16:29:03,  0,+  74.0,+ 101.8,+  92.8,+  94.1,+ 167.2,+ 129.1,+ 115.2,+ 139.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1604,2021/03/24 16:29:03,500,+  74.0,+ 101.8,+  92.8,+  94.2,+ 167.2,+ 129.0,+ 115.1,+ 139.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1605,2021/03/24 16:29:04,  0,+  74.0,+ 101.8,+  92.8,+  94.3,+ 167.1,+ 128.9,+ 115.0,+ 139.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1606,2021/03/24 16:29:04,500,+  74.0,+ 101.8,+  92.9,+  94.3,+ 167.2,+ 128.8,+ 115.0,+ 139.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1607,2021/03/24 16:29:05,  0,+  74.0,+ 101.9,+  92.9,+  94.4,+ 167.1,+ 128.8,+ 115.0,+ 138.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1608,2021/03/24 16:29:05,500,+  74.1,+ 101.9,+  93.0,+  94.5,+ 167.1,+ 128.7,+ 114.9,+ 138.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1609,2021/03/24 16:29:06,  0,+  74.2,+ 101.9,+  93.1,+  94.6,+ 167.1,+ 128.6,+ 114.9,+ 138.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1610,2021/03/24 16:29:06,500,+  74.2,+ 102.1,+  93.2,+  94.7,+ 167.2,+ 128.6,+ 114.9,+ 138.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1611,2021/03/24 16:29:07,  0,+  74.3,+ 102.1,+  93.3,+  94.8,+ 167.2,+ 128.5,+ 114.8,+ 138.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1612,2021/03/24 16:29:07,500,+  74.3,+ 102.1,+  93.3,+  94.8,+ 167.2,+ 128.5,+ 114.8,+ 138.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1613,2021/03/24 16:29:08,  0,+  74.3,+ 102.2,+  93.4,+  94.8,+ 167.1,+ 128.4,+ 114.7,+ 138.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1614,2021/03/24 16:29:08,500,+  74.3,+ 102.3,+  93.5,+  94.7,+ 167.1,+ 128.3,+ 114.7,+ 138.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1615,2021/03/24 16:29:09,  0,+  74.3,+ 102.3,+  93.5,+  94.7,+ 167.1,+ 128.3,+ 114.7,+ 137.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1616,2021/03/24 16:29:09,500,+  74.3,+ 102.3,+  93.5,+  94.7,+ 167.1,+ 128.2,+ 114.7,+ 137.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1617,2021/03/24 16:29:10,  0,+  74.3,+ 102.4,+  93.5,+  94.6,+ 167.1,+ 128.1,+ 114.7,+ 137.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1618,2021/03/24 16:29:10,500,+  74.3,+ 102.4,+  93.5,+  94.5,+ 167.1,+ 128.0,+ 114.6,+ 137.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1619,2021/03/24 16:29:11,  0,+  74.3,+ 102.4,+  93.5,+  94.6,+ 167.1,+ 128.0,+ 114.5,+ 137.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1620,2021/03/24 16:29:11,500,+  74.4,+ 102.5,+  93.7,+  94.7,+ 167.1,+ 127.9,+ 114.4,+ 137.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1621,2021/03/24 16:29:12,  0,+  74.4,+ 102.5,+  93.7,+  94.6,+ 167.1,+ 127.8,+ 114.4,+ 137.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1622,2021/03/24 16:29:12,500,+  74.4,+ 102.5,+  93.7,+  94.6,+ 167.1,+ 127.7,+ 114.4,+ 137.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1623,2021/03/24 16:29:13,  0,+  74.4,+ 102.6,+  93.8,+  94.7,+ 167.1,+ 127.7,+ 114.4,+ 136.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1624,2021/03/24 16:29:13,500,+  74.4,+ 102.6,+  93.8,+  94.7,+ 167.1,+ 127.7,+ 114.4,+ 136.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1625,2021/03/24 16:29:14,  0,+  74.4,+ 102.7,+  93.8,+  94.9,+ 167.1,+ 127.6,+ 114.4,+ 136.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1626,2021/03/24 16:29:14,500,+  74.5,+ 102.7,+  93.9,+  94.9,+ 167.1,+ 127.5,+ 114.3,+ 136.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1627,2021/03/24 16:29:15,  0,+  74.5,+ 102.7,+  94.0,+  95.0,+ 167.1,+ 127.5,+ 114.3,+ 136.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1628,2021/03/24 16:29:15,500,+  74.5,+ 102.8,+  94.1,+  95.1,+ 167.1,+ 127.4,+ 114.2,+ 136.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1629,2021/03/24 16:29:16,  0,+  74.5,+ 102.9,+  94.1,+  95.2,+ 167.1,+ 127.4,+ 114.2,+ 136.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1630,2021/03/24 16:29:16,500,+  74.6,+ 102.9,+  94.2,+  95.2,+ 167.1,+ 127.4,+ 114.1,+ 136.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1631,2021/03/24 16:29:17,  0,+  74.6,+ 102.9,+  94.3,+  95.2,+ 167.0,+ 127.2,+ 114.1,+ 135.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1632,2021/03/24 16:29:17,500,+  74.6,+ 103.0,+  94.4,+  95.4,+ 167.1,+ 127.2,+ 114.0,+ 135.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1633,2021/03/24 16:29:18,  0,+  74.6,+ 102.9,+  94.4,+  95.4,+ 167.0,+ 127.1,+ 114.0,+ 135.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1634,2021/03/24 16:29:18,500,+  74.6,+ 103.0,+  94.6,+  95.3,+ 167.0,+ 127.1,+ 114.0,+ 135.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1635,2021/03/24 16:29:19,  0,+  74.6,+ 103.0,+  94.6,+  95.4,+ 167.0,+ 127.0,+ 114.0,+ 135.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1636,2021/03/24 16:29:19,500,+  74.6,+ 103.0,+  94.6,+  95.5,+ 166.9,+ 126.9,+ 113.9,+ 135.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1637,2021/03/24 16:29:20,  0,+  74.7,+ 103.2,+  94.7,+  95.7,+ 166.9,+ 126.9,+ 113.8,+ 135.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1638,2021/03/24 16:29:20,500,+  74.8,+ 103.2,+  94.7,+  95.7,+ 166.9,+ 126.7,+ 113.8,+ 135.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1639,2021/03/24 16:29:21,  0,+  74.8,+ 103.2,+  94.7,+  95.9,+ 166.9,+ 126.7,+ 113.8,+ 135.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1640,2021/03/24 16:29:21,500,+  74.8,+ 103.2,+  94.8,+  96.0,+ 166.8,+ 126.7,+ 113.8,+ 134.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1641,2021/03/24 16:29:22,  0,+  74.8,+ 103.3,+  94.8,+  96.0,+ 166.8,+ 126.6,+ 113.7,+ 134.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1642,2021/03/24 16:29:22,500,+  74.8,+ 103.3,+  94.9,+  96.0,+ 166.8,+ 126.6,+ 113.6,+ 134.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1643,2021/03/24 16:29:23,  0,+  74.9,+ 103.3,+  94.9,+  96.1,+ 166.8,+ 126.4,+ 113.6,+ 134.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1644,2021/03/24 16:29:23,500,+  74.9,+ 103.4,+  94.9,+  96.1,+ 166.7,+ 126.4,+ 113.6,+ 134.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1645,2021/03/24 16:29:24,  0,+  74.9,+ 103.4,+  95.0,+  96.1,+ 166.7,+ 126.3,+ 113.6,+ 134.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1646,2021/03/24 16:29:24,500,+  74.8,+ 103.4,+  95.0,+  96.0,+ 166.7,+ 126.3,+ 113.5,+ 134.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1647,2021/03/24 16:29:25,  0,+  74.8,+ 103.4,+  95.0,+  96.1,+ 166.7,+ 126.2,+ 113.4,+ 134.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1648,2021/03/24 16:29:25,500,+  74.8,+ 103.4,+  95.0,+  96.1,+ 166.6,+ 126.1,+ 113.4,+ 134.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1649,2021/03/24 16:29:26,  0,+  74.8,+ 103.5,+  95.1,+  96.1,+ 166.6,+ 126.0,+ 113.4,+ 133.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1650,2021/03/24 16:29:26,500,+  74.8,+ 103.5,+  95.1,+  96.2,+ 166.6,+ 126.0,+ 113.3,+ 133.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1651,2021/03/24 16:29:27,  0,+  74.8,+ 103.5,+  95.2,+  96.3,+ 166.6,+ 126.0,+ 113.3,+ 133.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1652,2021/03/24 16:29:27,500,+  74.8,+ 103.5,+  95.2,+  96.4,+ 166.6,+ 125.8,+ 113.3,+ 133.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1653,2021/03/24 16:29:28,  0,+  74.8,+ 103.6,+  95.3,+  96.4,+ 166.5,+ 125.8,+ 113.2,+ 133.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1654,2021/03/24 16:29:28,500,+  74.8,+ 103.6,+  95.3,+  96.6,+ 166.5,+ 125.7,+ 113.2,+ 133.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1655,2021/03/24 16:29:29,  0,+  74.8,+ 103.6,+  95.4,+  96.7,+ 166.5,+ 125.7,+ 113.1,+ 133.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1656,2021/03/24 16:29:29,500,+  74.8,+ 103.6,+  95.4,+  96.7,+ 166.5,+ 125.6,+ 113.1,+ 133.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1657,2021/03/24 16:29:30,  0,+  74.8,+ 103.7,+  95.4,+  96.7,+ 166.4,+ 125.6,+ 113.0,+ 133.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1658,2021/03/24 16:29:30,500,+  74.8,+ 103.7,+  95.5,+  96.7,+ 166.4,+ 125.5,+ 113.0,+ 133.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1659,2021/03/24 16:29:31,  0,+  74.9,+ 103.8,+  95.5,+  96.7,+ 166.4,+ 125.4,+ 113.0,+ 133.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1660,2021/03/24 16:29:31,500,+  74.9,+ 103.8,+  95.7,+  96.8,+ 166.4,+ 125.3,+ 113.0,+ 132.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1661,2021/03/24 16:29:32,  0,+  75.0,+ 103.8,+  95.7,+  96.9,+ 166.3,+ 125.3,+ 113.0,+ 132.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1662,2021/03/24 16:29:32,500,+  75.1,+ 103.8,+  95.7,+  97.0,+ 166.3,+ 125.3,+ 113.0,+ 132.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1663,2021/03/24 16:29:33,  0,+  75.1,+ 103.9,+  95.7,+  97.0,+ 166.3,+ 125.2,+ 112.9,+ 132.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1664,2021/03/24 16:29:33,500,+  75.1,+ 104.0,+  95.7,+  97.1,+ 166.3,+ 125.2,+ 112.9,+ 132.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1665,2021/03/24 16:29:34,  0,+  75.1,+ 104.0,+  95.8,+  97.2,+ 166.3,+ 125.1,+ 112.9,+ 132.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1666,2021/03/24 16:29:34,500,+  75.1,+ 104.0,+  95.8,+  97.1,+ 166.2,+ 125.0,+ 112.8,+ 132.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1667,2021/03/24 16:29:35,  0,+  75.1,+ 104.0,+  95.8,+  97.0,+ 166.2,+ 125.0,+ 112.8,+ 132.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1668,2021/03/24 16:29:35,500,+  75.2,+ 104.0,+  95.9,+  97.1,+ 166.1,+ 124.9,+ 112.7,+ 132.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
