Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,2909      
Trigger,0         
Start time,2021-03-24,16:15:42
End time,2021-03-24,16:39:56
Trigger time,2021-03-24,16:15:42
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],19,27,0,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
        98,2021/03/24 16:16:30,500,+  18.1,+  16.6,+  16.6,+  17.4,+  29.3,+  59.4,+  52.2,+  72.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
        99,2021/03/24 16:16:31,  0,+  18.2,+  16.5,+  16.7,+  17.2,+  29.3,+  59.4,+  52.2,+  72.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       100,2021/03/24 16:16:31,500,+  18.2,+  16.6,+  16.6,+  17.3,+  29.4,+  59.6,+  52.4,+  72.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       101,2021/03/24 16:16:32,  0,+  18.2,+  16.5,+  16.6,+  17.2,+  29.5,+  59.7,+  52.6,+  72.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       102,2021/03/24 16:16:32,500,+  18.3,+  16.6,+  16.6,+  17.1,+  29.7,+  59.9,+  52.6,+  72.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       103,2021/03/24 16:16:33,  0,+  18.3,+  16.7,+  16.6,+  17.2,+  29.6,+  59.8,+  52.5,+  73.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       104,2021/03/24 16:16:33,500,+  18.3,+  16.5,+  16.5,+  17.4,+  29.8,+  60.1,+  52.7,+  73.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       105,2021/03/24 16:16:34,  0,+  18.4,+  16.6,+  16.6,+  17.4,+  29.8,+  60.3,+  52.8,+  73.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       106,2021/03/24 16:16:34,500,+  18.4,+  16.6,+  16.6,+  17.4,+  29.8,+  60.3,+  53.0,+  73.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       107,2021/03/24 16:16:35,  0,+  18.3,+  16.7,+  16.6,+  17.2,+  30.0,+  60.5,+  53.1,+  73.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       108,2021/03/24 16:16:35,500,+  18.6,+  16.7,+  16.4,+  17.4,+  30.0,+  60.8,+  53.1,+  74.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       109,2021/03/24 16:16:36,  0,+  18.5,+  16.6,+  16.6,+  17.4,+  30.2,+  60.8,+  53.6,+  74.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       110,2021/03/24 16:16:36,500,+  18.5,+  16.8,+  16.7,+  17.6,+  30.3,+  60.9,+  53.5,+  74.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       111,2021/03/24 16:16:37,  0,+  18.6,+  16.9,+  16.6,+  17.4,+  30.3,+  61.2,+  53.7,+  74.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       112,2021/03/24 16:16:37,500,+  18.7,+  16.9,+  16.7,+  17.5,+  30.4,+  61.1,+  53.6,+  74.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       113,2021/03/24 16:16:38,  0,+  18.7,+  16.9,+  16.6,+  17.4,+  30.5,+  61.3,+  53.9,+  75.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       114,2021/03/24 16:16:38,500,+  18.8,+  16.8,+  16.7,+  17.4,+  30.6,+  61.3,+  54.1,+  75.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       115,2021/03/24 16:16:39,  0,+  18.7,+  16.9,+  16.6,+  17.7,+  30.8,+  61.7,+  54.0,+  75.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       116,2021/03/24 16:16:39,500,+  18.8,+  16.9,+  16.7,+  17.6,+  30.9,+  61.5,+  54.2,+  75.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       117,2021/03/24 16:16:40,  0,+  18.7,+  16.9,+  16.8,+  17.5,+  30.8,+  61.8,+  54.2,+  75.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       118,2021/03/24 16:16:40,500,+  18.7,+  16.9,+  16.7,+  17.6,+  31.0,+  62.0,+  54.3,+  76.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       119,2021/03/24 16:16:41,  0,+  18.9,+  16.9,+  16.8,+  17.6,+  31.1,+  62.2,+  54.5,+  76.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       120,2021/03/24 16:16:41,500,+  18.9,+  17.0,+  16.7,+  17.6,+  31.3,+  62.1,+  54.3,+  76.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       121,2021/03/24 16:16:42,  0,+  18.9,+  17.1,+  16.8,+  17.6,+  31.3,+  62.4,+  54.6,+  76.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       122,2021/03/24 16:16:42,500,+  18.9,+  16.9,+  16.7,+  17.6,+  31.4,+  62.4,+  54.6,+  76.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       123,2021/03/24 16:16:43,  0,+  19.0,+  17.1,+  16.7,+  17.4,+  31.4,+  62.3,+  54.6,+  76.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       124,2021/03/24 16:16:43,500,+  19.0,+  17.1,+  16.8,+  17.6,+  31.6,+  62.6,+  54.7,+  77.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       125,2021/03/24 16:16:44,  0,+  19.0,+  17.0,+  16.7,+  17.4,+  31.7,+  62.6,+  54.8,+  77.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       126,2021/03/24 16:16:44,500,+  19.0,+  17.1,+  16.7,+  17.4,+  31.6,+  62.8,+  54.9,+  77.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       127,2021/03/24 16:16:45,  0,+  19.0,+  17.1,+  16.7,+  17.4,+  31.8,+  62.8,+  55.1,+  77.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       128,2021/03/24 16:16:45,500,+  19.1,+  17.1,+  16.7,+  17.7,+  31.9,+  62.8,+  55.2,+  78.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       129,2021/03/24 16:16:46,  0,+  19.0,+  17.1,+  16.7,+  17.6,+  31.9,+  63.0,+  55.1,+  77.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       130,2021/03/24 16:16:46,500,+  19.1,+  17.2,+  16.7,+  17.7,+  32.1,+  63.0,+  55.4,+  78.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       131,2021/03/24 16:16:47,  0,+  19.2,+  17.2,+  16.9,+  17.6,+  32.1,+  63.3,+  55.4,+  78.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       132,2021/03/24 16:16:47,500,+  19.2,+  17.2,+  16.8,+  17.6,+  32.3,+  63.3,+  55.6,+  78.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       133,2021/03/24 16:16:48,  0,+  19.2,+  17.3,+  16.8,+  17.5,+  32.4,+  63.3,+  55.7,+  78.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       134,2021/03/24 16:16:48,500,+  19.4,+  17.3,+  16.9,+  17.7,+  32.6,+  63.5,+  55.7,+  79.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       135,2021/03/24 16:16:49,  0,+  19.3,+  17.3,+  16.9,+  17.8,+  32.7,+  63.7,+  55.9,+  79.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       136,2021/03/24 16:16:49,500,+  19.4,+  17.4,+  16.9,+  17.9,+  32.8,+  63.7,+  56.0,+  79.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       137,2021/03/24 16:16:50,  0,+  19.4,+  17.3,+  16.8,+  17.8,+  32.8,+  63.9,+  56.0,+  79.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       138,2021/03/24 16:16:50,500,+  19.5,+  17.3,+  16.9,+  17.8,+  32.9,+  64.1,+  56.1,+  79.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       139,2021/03/24 16:16:51,  0,+  19.5,+  17.5,+  16.9,+  17.8,+  33.1,+  64.1,+  56.2,+  79.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       140,2021/03/24 16:16:51,500,+  19.5,+  17.6,+  17.1,+  17.9,+  33.2,+  64.3,+  56.4,+  80.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       141,2021/03/24 16:16:52,  0,+  19.6,+  17.6,+  17.0,+  18.1,+  33.2,+  64.5,+  56.5,+  80.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       142,2021/03/24 16:16:52,500,+  19.7,+  17.6,+  17.0,+  18.0,+  33.4,+  64.4,+  56.8,+  80.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       143,2021/03/24 16:16:53,  0,+  19.7,+  17.7,+  17.1,+  18.0,+  33.6,+  64.8,+  56.6,+  80.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       144,2021/03/24 16:16:53,500,+  19.9,+  17.7,+  17.1,+  18.0,+  33.6,+  64.7,+  57.0,+  81.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       145,2021/03/24 16:16:54,  0,+  19.8,+  17.7,+  17.2,+  18.0,+  33.7,+  64.9,+  56.9,+  81.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       146,2021/03/24 16:16:54,500,+  19.9,+  17.9,+  17.2,+  18.0,+  33.9,+  64.9,+  56.9,+  81.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       147,2021/03/24 16:16:55,  0,+  20.0,+  17.9,+  17.1,+  18.0,+  34.0,+  65.0,+  57.0,+  81.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       148,2021/03/24 16:16:55,500,+  20.0,+  17.9,+  17.2,+  18.2,+  34.1,+  65.1,+  57.2,+  81.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       149,2021/03/24 16:16:56,  0,+  20.0,+  17.9,+  17.2,+  18.0,+  34.2,+  65.2,+  57.2,+  81.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       150,2021/03/24 16:16:56,500,+  20.0,+  17.9,+  17.2,+  18.1,+  34.2,+  65.4,+  57.2,+  81.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       151,2021/03/24 16:16:57,  0,+  20.0,+  18.0,+  17.2,+  18.2,+  34.4,+  65.4,+  57.4,+  82.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       152,2021/03/24 16:16:57,500,+  20.0,+  17.9,+  17.2,+  18.1,+  34.4,+  65.8,+  57.5,+  82.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       153,2021/03/24 16:16:58,  0,+  20.0,+  18.0,+  17.3,+  18.2,+  34.4,+  65.9,+  57.8,+  82.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       154,2021/03/24 16:16:58,500,+  20.1,+  18.0,+  17.3,+  18.0,+  34.7,+  65.9,+  57.8,+  82.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       155,2021/03/24 16:16:59,  0,+  20.2,+  18.1,+  17.3,+  18.2,+  34.9,+  65.9,+  58.0,+  82.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       156,2021/03/24 16:16:59,500,+  20.2,+  18.0,+  17.3,+  18.2,+  34.9,+  66.2,+  58.0,+  83.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       157,2021/03/24 16:17:00,  0,+  20.1,+  18.1,+  17.4,+  18.3,+  35.0,+  66.2,+  58.0,+  83.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       158,2021/03/24 16:17:00,500,+  20.2,+  18.1,+  17.4,+  18.2,+  35.2,+  66.3,+  58.2,+  83.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       159,2021/03/24 16:17:01,  0,+  20.3,+  18.1,+  17.5,+  18.3,+  35.2,+  66.6,+  58.2,+  83.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       160,2021/03/24 16:17:01,500,+  20.3,+  18.2,+  17.4,+  18.2,+  35.3,+  66.5,+  58.5,+  83.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       161,2021/03/24 16:17:02,  0,+  20.4,+  18.2,+  17.4,+  18.4,+  35.5,+  66.6,+  58.3,+  83.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       162,2021/03/24 16:17:02,500,+  20.5,+  18.4,+  17.5,+  18.4,+  35.6,+  66.8,+  58.5,+  84.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       163,2021/03/24 16:17:03,  0,+  20.4,+  18.4,+  17.4,+  18.4,+  35.7,+  67.0,+  58.5,+  84.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       164,2021/03/24 16:17:03,500,+  20.3,+  18.4,+  17.4,+  18.4,+  35.8,+  67.1,+  58.7,+  84.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       165,2021/03/24 16:17:04,  0,+  20.5,+  18.4,+  17.4,+  18.4,+  35.9,+  67.1,+  58.6,+  84.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       166,2021/03/24 16:17:04,500,+  20.4,+  18.4,+  17.4,+  18.4,+  35.9,+  67.1,+  58.6,+  84.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       167,2021/03/24 16:17:05,  0,+  20.5,+  18.4,+  17.6,+  18.5,+  36.0,+  67.3,+  58.6,+  84.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       168,2021/03/24 16:17:05,500,+  20.4,+  18.4,+  17.4,+  18.4,+  36.2,+  67.5,+  58.9,+  84.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       169,2021/03/24 16:17:06,  0,+  20.5,+  18.4,+  17.4,+  18.4,+  36.2,+  67.6,+  59.1,+  84.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       170,2021/03/24 16:17:06,500,+  20.5,+  18.5,+  17.4,+  18.4,+  36.3,+  67.6,+  59.0,+  85.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       171,2021/03/24 16:17:07,  0,+  20.5,+  18.5,+  17.5,+  18.5,+  36.5,+  67.7,+  59.1,+  85.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       172,2021/03/24 16:17:07,500,+  20.6,+  18.4,+  17.5,+  18.5,+  36.5,+  67.8,+  59.4,+  85.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       173,2021/03/24 16:17:08,  0,+  20.7,+  18.5,+  17.4,+  18.7,+  36.8,+  68.0,+  59.4,+  85.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       174,2021/03/24 16:17:08,500,+  20.7,+  18.6,+  17.6,+  18.4,+  36.7,+  68.1,+  59.4,+  85.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       175,2021/03/24 16:17:09,  0,+  20.7,+  18.5,+  17.6,+  18.6,+  36.9,+  68.2,+  59.5,+  85.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       176,2021/03/24 16:17:09,500,+  20.8,+  18.7,+  17.6,+  18.5,+  37.0,+  68.2,+  59.7,+  86.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       177,2021/03/24 16:17:10,  0,+  20.8,+  18.7,+  17.6,+  18.5,+  37.2,+  68.1,+  59.6,+  86.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       178,2021/03/24 16:17:10,500,+  20.8,+  18.7,+  17.6,+  18.7,+  37.3,+  68.4,+  59.8,+  86.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       179,2021/03/24 16:17:11,  0,+  20.8,+  18.8,+  17.6,+  18.7,+  37.2,+  68.5,+  59.7,+  86.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       180,2021/03/24 16:17:11,500,+  20.8,+  18.9,+  17.7,+  18.7,+  37.4,+  68.6,+  59.8,+  86.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       181,2021/03/24 16:17:12,  0,+  20.8,+  18.9,+  17.7,+  18.9,+  37.5,+  68.5,+  60.0,+  87.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       182,2021/03/24 16:17:12,500,+  21.0,+  18.9,+  17.7,+  18.8,+  37.8,+  68.8,+  60.0,+  87.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       183,2021/03/24 16:17:13,  0,+  21.0,+  18.9,+  17.7,+  18.8,+  37.8,+  68.9,+  60.1,+  87.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       184,2021/03/24 16:17:13,500,+  21.0,+  19.0,+  17.6,+  18.8,+  37.9,+  69.0,+  60.3,+  87.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       185,2021/03/24 16:17:14,  0,+  21.1,+  18.9,+  17.7,+  18.7,+  38.0,+  69.1,+  60.3,+  87.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       186,2021/03/24 16:17:14,500,+  21.1,+  19.1,+  17.7,+  18.8,+  38.1,+  69.3,+  60.3,+  87.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       187,2021/03/24 16:17:15,  0,+  21.1,+  19.0,+  17.8,+  18.9,+  38.3,+  69.4,+  60.5,+  87.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       188,2021/03/24 16:17:15,500,+  21.0,+  19.0,+  17.8,+  18.9,+  38.5,+  69.4,+  60.5,+  87.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       189,2021/03/24 16:17:16,  0,+  21.2,+  19.2,+  17.9,+  19.0,+  38.5,+  69.6,+  60.6,+  88.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       190,2021/03/24 16:17:16,500,+  21.2,+  19.2,+  17.8,+  18.8,+  38.6,+  69.8,+  60.7,+  88.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       191,2021/03/24 16:17:17,  0,+  21.2,+  19.2,+  18.0,+  19.1,+  38.8,+  69.8,+  60.7,+  88.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       192,2021/03/24 16:17:17,500,+  21.2,+  19.2,+  18.0,+  19.1,+  38.8,+  69.9,+  60.8,+  88.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       193,2021/03/24 16:17:18,  0,+  21.2,+  19.2,+  17.9,+  19.2,+  38.8,+  70.0,+  61.0,+  88.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       194,2021/03/24 16:17:18,500,+  21.3,+  19.3,+  18.0,+  19.1,+  39.0,+  70.1,+  60.9,+  88.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       195,2021/03/24 16:17:19,  0,+  21.3,+  19.3,+  17.9,+  19.0,+  39.0,+  70.1,+  60.9,+  88.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       196,2021/03/24 16:17:19,500,+  21.3,+  19.4,+  17.9,+  18.9,+  39.2,+  70.1,+  61.1,+  88.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       197,2021/03/24 16:17:20,  0,+  21.4,+  19.4,+  18.0,+  19.2,+  39.3,+  70.0,+  61.2,+  89.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       198,2021/03/24 16:17:20,500,+  21.3,+  19.4,+  18.0,+  18.9,+  39.4,+  70.2,+  61.4,+  89.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       199,2021/03/24 16:17:21,  0,+  21.4,+  19.5,+  18.0,+  19.2,+  39.5,+  70.4,+  61.2,+  89.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       200,2021/03/24 16:17:21,500,+  21.3,+  19.4,+  18.0,+  19.1,+  39.6,+  70.5,+  61.4,+  89.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       201,2021/03/24 16:17:22,  0,+  21.4,+  19.6,+  18.1,+  19.1,+  39.9,+  70.5,+  61.5,+  89.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       202,2021/03/24 16:17:22,500,+  21.5,+  19.5,+  18.1,+  19.2,+  39.9,+  70.8,+  61.7,+  89.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       203,2021/03/24 16:17:23,  0,+  21.4,+  19.6,+  18.1,+  19.2,+  39.9,+  70.7,+  61.7,+  89.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       204,2021/03/24 16:17:23,500,+  21.5,+  19.6,+  18.1,+  19.4,+  40.1,+  70.9,+  61.8,+  89.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       205,2021/03/24 16:17:24,  0,+  21.5,+  19.7,+  18.1,+  19.2,+  40.3,+  70.9,+  61.9,+  90.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       206,2021/03/24 16:17:24,500,+  21.5,+  19.6,+  18.1,+  19.2,+  40.2,+  70.7,+  61.9,+  90.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       207,2021/03/24 16:17:25,  0,+  21.5,+  19.7,+  18.0,+  19.4,+  40.3,+  70.8,+  61.9,+  90.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       208,2021/03/24 16:17:25,500,+  21.5,+  19.7,+  18.1,+  19.4,+  40.4,+  70.9,+  62.1,+  90.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       209,2021/03/24 16:17:26,  0,+  21.6,+  19.7,+  18.2,+  19.3,+  40.5,+  71.3,+  62.1,+  90.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       210,2021/03/24 16:17:26,500,+  21.6,+  19.7,+  18.2,+  19.3,+  40.8,+  71.3,+  62.3,+  90.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       211,2021/03/24 16:17:27,  0,+  21.7,+  19.8,+  18.2,+  19.5,+  40.9,+  71.3,+  62.3,+  91.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       212,2021/03/24 16:17:27,500,+  21.8,+  19.8,+  18.4,+  19.5,+  41.1,+  71.3,+  62.4,+  91.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       213,2021/03/24 16:17:28,  0,+  21.6,+  19.9,+  18.3,+  19.5,+  41.1,+  71.3,+  62.4,+  91.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       214,2021/03/24 16:17:28,500,+  21.7,+  20.0,+  18.3,+  19.4,+  41.1,+  71.4,+  62.5,+  91.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       215,2021/03/24 16:17:29,  0,+  21.8,+  20.0,+  18.4,+  19.5,+  41.3,+  71.6,+  62.5,+  91.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       216,2021/03/24 16:17:29,500,+  21.8,+  20.0,+  18.4,+  19.7,+  41.4,+  71.6,+  62.6,+  91.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       217,2021/03/24 16:17:30,  0,+  21.8,+  20.0,+  18.4,+  19.5,+  41.5,+  71.7,+  62.7,+  91.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       218,2021/03/24 16:17:30,500,+  21.8,+  20.1,+  18.5,+  19.6,+  41.7,+  71.7,+  62.9,+  91.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       219,2021/03/24 16:17:31,  0,+  21.9,+  20.1,+  18.5,+  19.8,+  41.8,+  71.9,+  62.9,+  92.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       220,2021/03/24 16:17:31,500,+  21.9,+  20.2,+  18.4,+  19.7,+  42.0,+  72.1,+  63.0,+  92.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       221,2021/03/24 16:17:32,  0,+  22.0,+  20.3,+  18.5,+  19.9,+  42.1,+  72.2,+  63.0,+  92.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       222,2021/03/24 16:17:32,500,+  22.0,+  20.2,+  18.6,+  20.0,+  42.1,+  72.2,+  63.2,+  92.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       223,2021/03/24 16:17:33,  0,+  22.1,+  20.3,+  18.6,+  20.0,+  42.4,+  72.2,+  63.3,+  92.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       224,2021/03/24 16:17:33,500,+  22.1,+  20.5,+  18.8,+  19.9,+  42.4,+  72.4,+  63.3,+  92.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       225,2021/03/24 16:17:34,  0,+  22.3,+  20.5,+  18.8,+  20.0,+  42.5,+  72.5,+  63.4,+  92.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       226,2021/03/24 16:17:34,500,+  22.1,+  20.5,+  18.6,+  19.8,+  42.7,+  72.4,+  63.5,+  93.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       227,2021/03/24 16:17:35,  0,+  22.2,+  20.4,+  18.8,+  19.8,+  42.7,+  72.7,+  63.5,+  93.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       228,2021/03/24 16:17:35,500,+  22.2,+  20.4,+  18.7,+  20.0,+  42.9,+  72.6,+  63.6,+  93.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       229,2021/03/24 16:17:36,  0,+  22.2,+  20.5,+  18.8,+  19.9,+  43.1,+  72.8,+  63.7,+  93.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       230,2021/03/24 16:17:36,500,+  22.2,+  20.5,+  18.7,+  19.9,+  43.1,+  72.7,+  63.7,+  93.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       231,2021/03/24 16:17:37,  0,+  22.2,+  20.5,+  18.7,+  20.0,+  43.2,+  72.6,+  63.9,+  93.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       232,2021/03/24 16:17:37,500,+  22.2,+  20.7,+  18.8,+  19.9,+  43.2,+  72.9,+  64.0,+  93.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       233,2021/03/24 16:17:38,  0,+  22.3,+  20.7,+  18.8,+  19.9,+  43.5,+  72.9,+  63.9,+  93.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
